# Time                DetFlux         DetFluxErr      Model
2457077.6872922024    1.0001705357    0.0002557428    1.0000000000
2457077.6878593382    0.9996521204    0.0002640475    1.0000000000
2457077.6884264736    0.9997437697    0.0002683000    1.0000000000
2457077.6889936090    1.0002420079    0.0002563125    1.0000000000
2457077.6895607449    0.9997322243    0.0002609152    1.0000000000
2457077.6901163063    1.0000828220    0.0002584811    1.0000000000
2457077.6906834417    1.0001972041    0.0002584906    1.0000000000
2457077.6912505771    0.9999540330    0.0002575129    1.0000000000
2457077.6918177125    0.9996839840    0.0002537155    1.0000000000
2457077.6923848484    0.9999402229    0.0002568780    1.0000000000
2457077.6929404098    0.9996996024    0.0002583609    1.0000000000
2457077.6935075452    1.0000736553    0.0002766752    1.0000000000
2457077.6940862550    0.9993125226    0.0002607698    1.0000000000
2457077.6946765389    0.9998187132    0.0002700998    1.0000000000
2457077.6952552483    0.9996407051    0.0002709018    1.0000000000
2457077.6958455322    1.0002393547    0.0002623023    1.0000000000
2457077.6964358161    1.0003278187    0.0002559743    1.0000000000
2457077.6970145260    1.0000322876    0.0002548347    1.0000000000
2457077.6981950938    0.9999250891    0.0002701128    0.9998632268
2457077.6987853777    0.9996119721    0.0002618083    0.9993927091
2457077.6993756616    0.9989666092    0.0002595210    0.9986976671
2457077.6999543710    0.9981523441    0.0002520662    0.9978421660
2457077.7005446549    0.9965826416    0.0002704958    0.9968238867
2457077.7011349387    0.9958409726    0.0002710964    0.9956842559
2457077.7017252226    0.9943820461    0.0002520725    0.9944431907
2457077.7023039325    0.9935394875    0.0002562304    0.9931468980
2457077.7028942164    0.9917978373    0.0002609922    0.9917615166
2457077.7034729258    0.9904501267    0.0002556947    0.9903603649
2457077.7040400612    0.9891584243    0.0002610722    0.9889596941
2457077.7046071971    0.9874120227    0.0002454537    0.9875461548
2457077.7051627580    0.9858515368    0.0002571311    0.9861664760
2457077.7057298934    0.9848073694    0.0002631930    0.9847748973
2457077.7062970293    0.9828112505    0.0002649117    0.9834187378
2457077.7068525902    0.9822788206    0.0002527768    0.9821392871
2457077.7074197256    0.9808040949    0.0002596536    0.9809024365
2457077.7079868610    0.9798671486    0.0002731937    0.9797591701
2457077.7085539969    0.9786157395    0.0002546757    0.9787388291
2457077.7091211323    0.9778809687    0.0002695817    0.9778940861
2457077.7096766932    0.9773277229    0.0002573336    0.9773224883
2457077.7102438286    0.9773413547    0.0002553750    0.9768676204
2457077.7108109640    0.9765071782    0.0002557607    0.9764689792
2457077.7113780994    0.9760271559    0.0002556436    0.9761119050
2457077.7119452353    0.9758436074    0.0002624110    0.9757891423
2457077.7125239447    0.9749512081    0.0002399832    0.9754902546
2457077.7131026541    0.9748731178    0.0002577323    0.9752172466
2457077.7136929380    0.9750157740    0.0002534294    0.9749646448
2457077.7142832219    0.9743922398    0.0002555770    0.9747325965
2457077.7148735058    0.9742296395    0.0002567101    0.9745227336
2457077.7160424991    0.9741926469    0.0002520001    0.9741622229
2457077.7166327829    0.9741941749    0.0002553683    0.9740051555
2457077.7172230664    0.9740045671    0.0002507067    0.9738634065
2457077.7178133503    0.9735044663    0.0002547308    0.9737368968
2457077.7183920597    0.9733842434    0.0002481766    0.9736274764
2457077.7189823436    0.9736465657    0.0002608405    0.9735297260
2457077.7195726275    0.9735797453    0.0002521560    0.9734453165
2457077.7201629113    0.9734375450    0.0002481725    0.9733745568
2457077.7207416208    0.9734741267    0.0002474916    0.9733177173
2457077.7213319046    0.9736314568    0.0002546428    0.9732713740
2457077.7219221881    0.9737208209    0.0002640253    0.9732381139
2457077.7225008979    0.9731969038    0.0002578729    0.9732168086
2457077.7230911814    0.9728897556    0.0002577068    0.9732071848
2457077.7236814653    0.9729296582    0.0002574850    0.9732096086
2457077.7242717491    0.9729572467    0.0002551218    0.9732242145
2457077.7248620326    0.9734345412    0.0002475203    0.9732515330
2457077.7254407424    0.9732016216    0.0002564036    0.9732896438
2457077.7260310259    0.9731674968    0.0002570651    0.9733412075
2457077.7266213098    0.9732631808    0.0002620841    0.9734056523
2457077.7272000192    0.9735360397    0.0002490365    0.9734809261
2457077.7277903031    0.9730047762    0.0002580921    0.9735705807
2457077.7283805865    0.9738313566    0.0002605040    0.9736736818
2457077.7289708704    0.9740268381    0.0002589714    0.9737919294
2457077.7295495798    0.9738385126    0.0002549027    0.9739220984
2457077.7301398637    0.9740147913    0.0002466286    0.9740700647
2457077.7307301471    0.9744724013    0.0002540397    0.9742333623
2457077.7313204310    0.9748490555    0.0002625576    0.9744144728
2457077.7318991404    0.9748776827    0.0002560486    0.9746089948
2457077.7324894243    0.9749678839    0.0002529122    0.9748284693
2457077.7330797077    0.9754007701    0.0002467958    0.9750690949
2457077.7336584171    0.9752131146    0.0002580828    0.9753274953
2457077.7342487010    0.9759444157    0.0002533008    0.9756173055
2457077.7348389844    0.9757970628    0.0002549824    0.9759355579
2457077.7354292683    0.9759548627    0.0002489645    0.9762899059
2457077.7360195518    0.9762783707    0.0002488899    0.9766835635
2457077.7365982616    0.9773778993    0.0002619760    0.9771202191
2457077.7371885451    0.9775981781    0.0002529182    0.9776524945
2457077.7377788289    0.9788266643    0.0002484875    0.9784372614
2457077.7383691124    0.9790870222    0.0002628765    0.9794524925
2457077.7389478218    0.9813455426    0.0002567989    0.9805892435
2457077.7395381057    0.9817697228    0.0002539750    0.9818550806
2457077.7401283891    0.9833052702    0.0002584887    0.9832013127
2457077.7407186725    0.9845697302    0.0002585411    0.9846073189
2457077.7413089564    0.9857864273    0.0002620168    0.9860524740
2457077.7418876658    0.9875726756    0.0002688076    0.9874902251
2457077.7424779492    0.9892094631    0.0002652761    0.9889606251
2457077.7430682331    0.9904284245    0.0002473650    0.9904186572
2457077.7436469425    0.9915404451    0.0002596903    0.9918199692
2457077.7442372260    0.9930616966    0.0002552727    0.9932017521
2457077.7448275099    0.9942405845    0.0002538865    0.9945199650
2457077.7454177933    0.9957844392    0.0002572351    0.9957555002
2457077.7459965027    0.9968507041    0.0002600697    0.9968678882
2457077.7465867861    0.9980960442    0.0002533684    0.9978806999
2457077.7471770700    0.9984027209    0.0002574015    0.9987447898
2457077.7477673534    0.9993144366    0.0002663298    0.9994284842
2457077.7483576373    0.9996526274    0.0002608002    0.9998822224
2457077.7489363467    0.9999595312    0.0002523297    1.0000000000
2457077.7495266302    1.0001437214    0.0002722604    1.0000000000
2457077.7501169136    0.9998861880    0.0002609123    1.0000000000
2457077.7507071975    0.9995565731    0.0002488144    1.0000000000
2457077.7512859064    1.0005618280    0.0002686734    1.0000000000
2457077.7518761903    1.0001292030    0.0002623921    1.0000000000
2457077.7524664737    1.0003198846    0.0002573713    1.0000000000
2457077.7530567572    1.0004247341    0.0002697967    1.0000000000
2457077.7536470410    1.0000152462    0.0002673061    1.0000000000
2457077.7542373245    0.9998529264    0.0002613904    1.0000000000
2457077.7548160339    1.0000764602    0.0002606152    1.0000000000
2457077.7554063173    0.9998486904    0.0002554559    1.0000000000
2457077.7559966007    0.9998987712    0.0002485312    1.0000000000
2457077.7565753101    0.9998009177    0.0002568826    1.0000000000
2457077.7571655940    1.0002130704    0.0002654282    1.0000000000
2457077.7577443030    0.9999364335    0.0002611849    1.0000000000
2457077.7583345869    1.0002174945    0.0002670489    1.0000000000
2457077.7589248703    0.9997810674    0.0002627594    1.0000000000
2457077.7595151537    1.0000361755    0.0002649312    1.0000000000
2457077.7606841465    1.0001449588    0.0002530366    1.0000000000
2457077.7612744300    0.9997121448    0.0002665519    1.0000000000
2457077.7618647139    1.0000372113    0.0002677042    1.0000000000
2457077.7624549973    0.9999982328    0.0002543354    1.0000000000
2457077.7630337067    0.9999013569    0.0002664705    1.0000000000
2457077.7636239901    1.0001200499    0.0002609294    1.0000000000
2457077.7642142735    1.0003779196    0.0002636573    1.0000000000
2457077.7648045570    0.9998135357    0.0002471215    1.0000000000
2457077.7653948404    1.0003602812    0.0002583935    1.0000000000
2457077.7659735498    1.0001981609    0.0002662256    1.0000000000
2457077.7665638332    1.0000877233    0.0002578448    1.0000000000
2457077.7671541166    0.9998110075    0.0002571236    1.0000000000
2457077.7677328261    0.9998640495    0.0002548898    1.0000000000
2457077.7683231095    0.9998883392    0.0002617577    1.0000000000
2457077.7689133929    0.9998943300    0.0002603129    1.0000000000
2457077.7695152508    0.9998879048    0.0002610049    1.0000000000
2457077.7701055342    0.9994986858    0.0002564820    1.0000000000
2457077.7706958177    0.9998664467    0.0002571596    1.0000000000
2457077.7712745271    1.0000916792    0.0002623160    1.0000000000
2457077.7718648105    0.9995307170    0.0002493138    1.0000000000
2457077.7724550939    0.9999104317    0.0002606251    1.0000000000
2457077.7730453773    0.9997822591    0.0002616778    1.0000000000
2457077.7736356608    1.0000663981    0.0002556149    1.0000000000
2457077.7742143697    0.9998621643    0.0002643120    1.0000000000
2457077.7748046536    1.0001581906    0.0002575315    1.0000000000
2457077.7753949370    1.0001219417    0.0002618380    1.0000000000
2457077.7759852204    1.0001095282    0.0002618871    1.0000000000
2457077.7765755039    1.0000440597    0.0002550219    1.0000000000
2457077.7777444962    1.0002834139    0.0002734615    1.0000000000
2457077.7783347797    1.0000084887    0.0002567621    1.0000000000
2457077.7789134891    1.0002892979    0.0002506351    1.0000000000
2457077.7795037725    0.9998223559    0.0002733565    1.0000000000
2457077.7800940559    1.0003906516    0.0002627761    1.0000000000
2457077.7806727649    1.0000098988    0.0002663755    1.0000000000
2457077.7812630483    1.0000472984    0.0002581172    1.0000000000
2457077.7818533317    1.0003701936    0.0002614189    1.0000000000
2457077.7830223246    0.9997002308    0.0002600619    1.0000000000
2457077.7842028914    0.9997230149    0.0002612258    1.0000000000
2457077.7847931748    0.9998124996    0.0002659028    1.0000000000
2457077.7853718838    1.0001364941    0.0002670257    1.0000000000
2457077.7859621672    0.9999873211    0.0002703397    1.0000000000
2457077.7865524506    1.0002205928    0.0002649496    1.0000000000
2457077.7871427340    1.0000258593    0.0002618009    1.0000000000
2457077.7883117264    0.9995209611    0.0002490411    1.0000000000
2457077.7889020098    1.0003667253    0.0002603581    1.0000000000
2457077.7894922933    1.0000163949    0.0002527680    1.0000000000
2457077.7900710022    0.9997673329    0.0002495780    1.0000000000
2457077.7906612856    1.0000154184    0.0002673094    1.0000000000
2457077.7912515691    1.0002495350    0.0002581053    1.0000000000
2457077.7918302785    0.9998915797    0.0002652262    1.0000000000
2457077.7924205614    1.0003493595    0.0002592762    1.0000000000
2457077.7930108448    0.9998658390    0.0002656473    1.0000000000
2457077.7936127027    0.9997459699    0.0002529234    1.0000000000
2457077.7942145602    1.0003375885    0.0002601319    1.0000000000
2457077.7948279916    1.0001731332    0.0002558312    1.0000000000
2457077.7954414235    0.9996400210    0.0002630809    1.0000000000
2457077.7960548550    0.9998872599    0.0002530164    1.0000000000
2457077.7966567124    1.0000139693    0.0002564031    1.0000000000
2457077.7972701443    0.9997082222    0.0002633928    1.0000000000
2457077.7978835758    0.9997335520    0.0002647876    1.0000000000
2457077.7984970077    1.0003319561    0.0002580258    1.0000000000
2457077.7990988651    1.0000485694    0.0002617160    1.0000000000
2457077.7997122970    1.0005814283    0.0002514569    1.0000000000
2457077.8003257285    1.0000135243    0.0002515716    1.0000000000
2457077.8009275859    1.0000978708    0.0002667433    1.0000000000
2457077.8015525918    0.9998736734    0.0002618943    1.0000000000
2457077.8021544493    0.9995721039    0.0002604547    1.0000000000
2457077.8027678812    1.0003319565    0.0002583116    1.0000000000
2457077.8033813126    0.9998776264    0.0002632356    1.0000000000
2457077.8039947441    1.0003717488    0.0002590629    1.0000000000
2457077.8045966020    0.9996535857    0.0002573429    1.0000000000
2457077.8051984594    0.9999086461    0.0002666797    1.0000000000
2457077.8058234649    1.0000496738    0.0002571680    1.0000000000
2457077.8064368968    1.0003359556    0.0002533136    1.0000000000
2457077.8070503282    0.9997040167    0.0002561487    1.0000000000
2457077.8076637601    0.9997816665    0.0002518186    1.0000000000
2457077.8082771916    0.9998100813    0.0002549541    1.0000000000
2457077.8088790490    0.9997821449    0.0002534497    1.0000000000
2457077.8095156290    0.9999933459    0.0002580886    1.0000000000
2457077.8101522089    1.0001701843    0.0002503696    1.0000000000
2457077.8107887888    0.9997273809    0.0002556544    1.0000000000
2457077.8114253688    1.0003150944    0.0002564946    1.0000000000
2457077.8120503747    0.9998756139    0.0002628036    1.0000000000
2457077.8126869546    1.0001688279    0.0002593594    1.0000000000
2457077.8133235346    1.0002425433    0.0002743692    1.0000000000
2457077.8139485405    1.0002908474    0.0002586050    1.0000000000
2457077.8145851204    1.0004967710    0.0002597965    1.0000000000
2457077.8152217004    0.9998858694    0.0002580803    1.0000000000
2457077.8158582803    0.9996110239    0.0002580721    1.0000000000
2457077.8164832862    0.9997281665    0.0002576382    1.0000000000
2457077.8171198661    0.9995082996    0.0002594535    1.0000000000
2457077.8177564461    0.9996907590    0.0002560483    1.0000000000
2457077.8183930260    1.0000526401    0.0002600076    1.0000000000
2457077.8190296059    1.0000869807    0.0002601511    1.0000000000
2457077.8196546114    0.9998218562    0.0002601567    1.0000000000
2457077.8202911913    1.0002765042    0.0002650581    1.0000000000
2457077.8209277713    1.0001827263    0.0002606523    1.0000000000
2457077.8215643512    1.0005218004    0.0002571766    1.0000000000
2457077.8228259371    0.9996330753    0.0002519808    1.0000000000
2457077.8234625170    1.0000561597    0.0002621144    1.0000000000
2457077.8240990969    1.0001666426    0.0002618865    1.0000000000
2457077.8247356769    0.9998473413    0.0002612940    1.0000000000
2457077.8253722568    1.0002040475    0.0002524525    1.0000000000
2457077.8259972623    0.9998980361    0.0002579557    1.0000000000
2457077.8266338422    0.9999153573    0.0002590558    1.0000000000
2457077.8272704221    0.9998795880    0.0002518566    1.0000000000
2457077.8279070021    1.0000374155    0.0002611760    1.0000000000
2457077.8285435820    1.0002025075    0.0002677373    1.0000000000
2457077.8304417473    0.9997614763    0.0002587115    1.0000000000
2457077.8310783273    1.0001130659    0.0002544717    1.0000000000
2457077.8317149072    0.9997374863    0.0002608068    1.0000000000
2457077.8323514871    1.0004261916    0.0002679222    1.0000000000
2457077.8329764926    0.9998967316    0.0002622844    1.0000000000
2457077.8342496525    0.9999750644    0.0002660108    1.0000000000
2457077.8348862324    1.0003551189    0.0002589317    1.0000000000
2457077.8355343863    0.9997768603    0.0002729514    1.0000000000
2457077.8362056888    0.9999843470    0.0002576689    1.0000000000
