# Time                DetFlux         DetFluxErr      Model
2458273.5124107758    0.9853552044    0.0002346474    0.9853802836
2458273.5131283011    0.9838621761    0.0002254753    0.9836902917
2458273.5138342539    0.9820994131    0.0002363252    0.9820945453
2458273.5145402066    0.9808483693    0.0002354049    0.9806023473
2458273.5152461594    0.9792140956    0.0002264965    0.9792552483
2458273.5159521122    0.9779327513    0.0002399975    0.9781170264
2458273.5166580644    0.9774069063    0.0002386716    0.9773188977
2458273.5173524441    0.9765764907    0.0002427357    0.9767298079
2458273.5180583969    0.9761574479    0.0002335508    0.9762137112
2458273.5187643496    0.9759719039    0.0002407003    0.9757577808
2458273.5194703024    0.9755448863    0.0002376946    0.9753520741
2458273.5201762547    0.9747994533    0.0002375786    0.9749904079
2458273.5208822074    0.9746486583    0.0002209681    0.9746641046
2458273.5215881602    0.9741764193    0.0002309248    0.9743723773
2458273.5222941129    0.9743554336    0.0002336413    0.9741122156
2458273.5230000652    0.9739213021    0.0002335220    0.9738788609
2458273.5237060180    0.9736426276    0.0002327972    0.9736725050
2458273.5244119707    0.9732699928    0.0002299252    0.9734913072
2458273.5251179230    0.9735042908    0.0002395424    0.9733325349
2458273.5258238758    0.9736456421    0.0002387731    0.9731968207
2458273.5265298286    0.9732326765    0.0002383486    0.9730822567
2458273.5272357808    0.9730249563    0.0002364512    0.9729893006
2458273.5279417336    0.9729496665    0.0002280222    0.9729163593
2458273.5286476864    0.9729964607    0.0002349986    0.9728644001
2458273.5293536386    0.9725660467    0.0002368456    0.9728311302
2458273.5300595914    0.9727805529    0.0002346565    0.9728178489
2458273.5307655442    0.9728439178    0.0002354300    0.9728236255
2458273.5314714964    0.9730456434    0.0002375602    0.9728493127
2458273.5321774492    0.9730218128    0.0002352694    0.9728944219
2458273.5328834015    0.9726058156    0.0002391184    0.9729592992
2458273.5335893543    0.9729818436    0.0002349758    0.9730450445
2458273.5342953070    0.9732788258    0.0002403140    0.9731523409
2458273.5349896862    0.9730244773    0.0002285886    0.9732773397
2458273.5356956390    0.9736718463    0.0002387998    0.9734261090
2458273.5364015917    0.9733795875    0.0002311706    0.9735993079
2458273.5371075440    0.9736411725    0.0002344745    0.9737951493
2458273.5378134968    0.9737837393    0.0002255883    0.9740166493
2458273.5385078760    0.9745868837    0.0002331865    0.9742627287
2458273.5392138287    0.9741393897    0.0002255411    0.9745416128
2458273.5399197815    0.9749377230    0.0002375728    0.9748522450
2458273.5406257338    0.9749915195    0.0002377789    0.9751985353
2458273.5413316865    0.9753407090    0.0002380052    0.9755860606
2458273.5420376388    0.9758789016    0.0002378316    0.9760201272
2458273.5427435916    0.9768103155    0.0002257452    0.9765091463
2458273.5434495439    0.9774897146    0.0002431410    0.9770728853
2458273.5442365073    0.9778666775    0.0002248388    0.9778640409
2458273.5451160548    0.9792457151    0.0002303558    0.9792146752
2458273.5459956024    0.9811115590    0.0002347682    0.9809129326
2458273.5468635764    0.9824090925    0.0002358549    0.9827938570
2458273.5477431240    0.9850140503    0.0002367425    0.9848315454
2458273.5486226715    0.9869491555    0.0002402329    0.9869456195
2458273.5494906460    0.9889748374    0.0002430032    0.9890500292
2458273.5503701931    0.9912885964    0.0002354995    0.9911515475
2458273.5512613137    0.9931076436    0.0002320498    0.9931919297
2458273.5521408608    0.9951824001    0.0002371961    0.9950672334
2458273.5530088353    0.9967326579    0.0002424394    0.9967303781
2458273.5538999555    0.9979148397    0.0002343746    0.9981785264
2458273.5547795030    0.9995317743    0.0002364934    0.9992772030
2458273.5556590501    0.9999461446    0.0002439968    0.9999296749
2458273.5565385977    1.0000431646    0.0002366511    1.0000000000
2458273.5574181448    1.0001053720    0.0002403332    1.0000000000
2458273.5582976923    0.9996520147    0.0002384022    1.0000000000
2458273.5591772394    1.0002405496    0.0002383178    1.0000000000
2458273.5600567870    1.0002317537    0.0002462216    1.0000000000
2458273.5609363341    1.0002567574    0.0002488967    1.0000000000
2458273.5618158816    0.9998038388    0.0002503445    1.0000000000
2458273.5626954287    0.9998544373    0.0002507149    1.0000000000
2458273.5635634032    1.0000838818    0.0002338848    1.0000000000
2458273.5644429503    0.9999592285    0.0002431506    1.0000000000
2458273.5653224979    0.9997597311    0.0002440327    1.0000000000
2458273.5662020450    1.0003310928    0.0002290876    1.0000000000
2458273.5670815925    0.9996306766    0.0002404012    1.0000000000
2458273.5679611396    0.9999598140    0.0002406217    1.0000000000
2458273.5688406872    0.9996925221    0.0002375763    1.0000000000
2458273.5697202343    1.0002861655    0.0002357648    1.0000000000
2458273.5705997813    0.9999957921    0.0002382721    1.0000000000
2458273.5714793289    1.0000954426    0.0002411546    1.0000000000
2458273.5723588760    1.0001038817    0.0002339705    1.0000000000
2458273.5732384236    0.9996035818    0.0002351707    1.0000000000
2458273.5741179707    1.0000590750    0.0002365369    1.0000000000
2458273.5749975177    1.0002249324    0.0002506534    1.0000000000
2458273.5758770653    1.0001731317    0.0002415146    1.0000000000
2458273.5767566124    0.9999619596    0.0002441187    1.0000000000
2458273.5776245864    0.9995964214    0.0002334003    1.0000000000
2458273.5785041340    1.0000848579    0.0002355866    1.0000000000
2458273.5793952541    1.0004741927    0.0002366433    1.0000000000
2458273.5802748012    0.9997789373    0.0002324916    1.0000000000
2458273.5811543483    1.0001381269    0.0002402099    1.0000000000
2458273.5820338959    0.9999810815    0.0002388427    1.0000000000
