#Times 	                 Airmass 	 Delta Wav 	 FWHM 	        Sky Flux 	      Trace Center 
2457854.5640158784 	 1.0630000000 	 -0.1829711161 	 3.0967815523 	 346.3620098451 	 299.7400207214 
2457854.5647334279 	 1.0630000000 	 -0.1916504998 	 3.2116994089 	 371.4205692016 	 299.7162100130 
2457854.5654625511 	 1.0620000000 	 -0.2017046084 	 3.2341239135 	 376.9036567783 	 299.7415344326 
2457854.5661916742 	 1.0620000000 	 -0.2126336859 	 3.3450029811 	 380.2175665676 	 299.6198648173 
2457854.5669207973 	 1.0620000000 	 -0.2238668393 	 3.2733845225 	 381.8796695219 	 299.6356854813 
2457854.5676499205 	 1.0610000000 	 -0.2350029385 	 3.3471412610 	 378.1344069874 	 299.7186187349 
2457854.5683790436 	 1.0610000000 	 -0.2460116448 	 3.3442154366 	 379.0534866915 	 299.6133835366 
2457854.5691081667 	 1.0610000000 	 -0.2572983443 	 3.2370461578 	 371.7708306150 	 299.6639341548 
2457854.5698372899 	 1.0610000000 	 -0.2695858692 	 3.1295228065 	 373.9725078453 	 299.4980784659 
2457854.5705779861 	 1.0600000000 	 -0.2836379875 	 3.0541485688 	 371.6489624251 	 299.5242535301 
2457854.5712955361 	 1.0600000000 	 -0.2999316624 	 2.9384176817 	 374.3659715121 	 299.4868548754 
2457854.5720362323 	 1.0600000000 	 -0.3184231968 	 2.8076848179 	 377.6196668797 	 299.4681992829 
2457854.5727537819 	 1.0600000000 	 -0.3385223947 	 2.7594754543 	 355.1708792259 	 299.4612709789 
2457854.5734713315 	 1.0600000000 	 -0.3592925136 	 2.7244846502 	 355.7248337644 	 299.4276467253 
2457854.5741773080 	 1.0600000000 	 -0.3797738528 	 2.7303492469 	 358.5055021212 	 299.5077926667 
2457854.5748832845 	 1.0600000000 	 -0.3992636171 	 2.6160323963 	 358.1618073817 	 299.3992543142 
2457854.5755892606 	 1.0600000000 	 -0.4174472206 	 2.5017632420 	 401.0250604229 	 299.4129465798 
2457854.5762952371 	 1.0600000000 	 -0.4343561741 	 2.4725865320 	 390.5408112506 	 299.4299057498 
2457854.5769896396 	 1.0600000000 	 -0.4502372288 	 2.4657877059 	 470.1229393131 	 299.4485172744 
2457854.5776724694 	 1.0600000000 	 -0.4654240735 	 2.5220552429 	 448.1770939619 	 299.4064861163 
2457854.5783552988 	 1.0600000000 	 -0.4802795787 	 2.4642203242 	 548.2778291252 	 299.5186585917 
2457854.5790497018 	 1.0600000000 	 -0.4952109302 	 2.5125429704 	 544.3451837822 	 299.6454657080 
2457854.5797325312 	 1.0600000000 	 -0.5107346517 	 2.5862823466 	 555.0884804563 	 299.5206438654 
2457854.5804269342 	 1.0600000000 	 -0.5275227737 	 2.6333005650 	 555.9066226239 	 299.7098968238 
2457854.5811097636 	 1.0600000000 	 -0.5463554153 	 2.5997766018 	 556.2877761014 	 299.6334085417 
2457854.5817925930 	 1.0600000000 	 -0.5679425034 	 2.5269044773 	 568.9509215548 	 299.6268881372 
2457854.5824869960 	 1.0600000000 	 -0.5926451275 	 2.5530660753 	 557.6690896198 	 299.6216847170 
2457854.5831698254 	 1.0600000000 	 -0.6202267099 	 2.4652880572 	 564.3789778160 	 299.6436030532 
2457854.5838410812 	 1.0600000000 	 -0.6497749857 	 2.4824673436 	 526.7420521603 	 299.6910245938 
2457854.5845007640 	 1.0600000000 	 -0.6798879274 	 2.5152367660 	 517.5770775984 	 299.6424422125 
2457854.5851604468 	 1.0610000000 	 -0.7090908035 	 2.4442891954 	 491.0339599540 	 299.7728893372 
2457854.5858201296 	 1.0610000000 	 -0.7362874842 	 2.4303345913 	 486.6882524149 	 299.7642885162 
2457854.5864798124 	 1.0610000000 	 -0.7610335083 	 2.3888117595 	 477.6494104685 	 299.7327710671 
2457854.5871394947 	 1.0610000000 	 -0.7835145402 	 2.3564981867 	 458.0111563350 	 299.7853563959 
2457854.5878107511 	 1.0620000000 	 -0.8043102670 	 2.3390373241 	 452.8449144327 	 299.7513701672 
2457854.5884704334 	 1.0620000000 	 -0.8241244514 	 2.3005290228 	 473.7603977351 	 299.6175580184 
2457854.5891301162 	 1.0620000000 	 -0.8436191604 	 2.2795269349 	 471.1667622209 	 299.6164927813 
2457854.5897897989 	 1.0620000000 	 -0.8633459711 	 2.2683390231 	 449.6975505493 	 299.6420786113 
2457854.6052055401 	 1.0740000000 	 -1.1104364752 	 2.2238746404 	 274.0444465638 	 300.0423246013 
2457854.6058189292 	 1.0750000000 	 -1.1078077353 	 2.3594411761 	 274.9154702106 	 300.1266096252 
2457854.6064323182 	 1.0760000000 	 -1.1057533829 	 2.3813740784 	 273.7164711183 	 300.0984646343 
2457854.6070457073 	 1.0760000000 	 -1.1044559626 	 2.3718859015 	 270.0296755445 	 299.9747714863 
2457854.6076590964 	 1.0770000000 	 -1.1040923119 	 2.1984887378 	 270.8104912875 	 300.0715784159 
2457854.6082609119 	 1.0780000000 	 -1.1048072580 	 2.2714332239 	 244.9855382920 	 299.9883575592 
2457854.6088511543 	 1.0790000000 	 -1.1066564609 	 2.2543764275 	 245.8712079542 	 300.0237091255 
2457854.6094413963 	 1.0790000000 	 -1.1095462798 	 2.3168600279 	 245.2091228102 	 300.0968903911 
2457854.6100316388 	 1.0800000000 	 -1.1132097398 	 2.3331183289 	 246.0412864205 	 300.0750687229 
2457854.6106218812 	 1.0810000000 	 -1.1172553674 	 2.2286875850 	 243.6548828227 	 300.0690499972 
2457854.6112236967 	 1.0820000000 	 -1.1212828300 	 2.3026241380 	 243.7561294303 	 299.9665910188 
2457854.6118139387 	 1.0820000000 	 -1.1250223763 	 2.4600978375 	 241.7838428114 	 300.0084534520 
2457854.6124041812 	 1.0830000000 	 -1.1284214952 	 2.4864817025 	 240.8550268596 	 300.0229417202 
2457854.6129944236 	 1.0840000000 	 -1.1316386549 	 2.5008290842 	 240.0144948137 	 300.0447960483 
2457854.6135846656 	 1.0850000000 	 -1.1349422843 	 2.4751031967 	 243.0695472638 	 300.0083033775 
2457854.6141749080 	 1.0860000000 	 -1.1385758561 	 2.4056838362 	 243.3280235272 	 300.0241888724 
2457854.6147651500 	 1.0870000000 	 -1.1426558614 	 2.4320068921 	 240.2523902192 	 300.0889551429 
2457854.6153553925 	 1.0880000000 	 -1.1471359828 	 2.4537368956 	 239.9422202623 	 299.8628686945 
2457854.6159456349 	 1.0880000000 	 -1.1518304106 	 2.4665734205 	 242.4481147519 	 300.0484679033 
2457854.6165358769 	 1.0890000000 	 -1.1564632626 	 2.3735833082 	 240.5945093091 	 300.1085865630 
2457854.6171261193 	 1.0900000000 	 -1.1607323458 	 2.3365546753 	 241.5207667373 	 300.1859179060 
2457854.6177163613 	 1.0910000000 	 -1.1643845971 	 2.4542548165 	 240.5160210354 	 299.9961888518 
2457854.6183066037 	 1.0920000000 	 -1.1673195016 	 2.3966468271 	 242.2019104066 	 300.1964238650 
2457854.6189084193 	 1.0930000000 	 -1.1697068395 	 2.3889040015 	 242.3509576931 	 300.1378658509 
2457854.6194986613 	 1.0940000000 	 -1.1720532166 	 2.4497883371 	 244.1758639764 	 300.0144417758 
2457854.6200889037 	 1.0950000000 	 -1.1751449921 	 2.4493172039 	 242.7807907664 	 300.0894223411 
2457854.6206791457 	 1.0960000000 	 -1.1798235366 	 2.3273538520 	 244.6910002283 	 300.1061156306 
2457854.6212693881 	 1.0970000000 	 -1.1866620502 	 2.2626098348 	 241.6017725013 	 300.0178352165 
2457854.6218596301 	 1.0980000000 	 -1.1956864875 	 2.3264590392 	 242.2714631565 	 299.9711174025 
2457854.6224498725 	 1.0990000000 	 -1.2063028631 	 2.3412703573 	 243.5265385045 	 300.1365513151 
2457854.6230401145 	 1.1000000000 	 -1.2174989705 	 2.3331192198 	 241.2119527883 	 300.0698665719 
2457854.6236303570 	 1.1020000000 	 -1.2282345951 	 2.4015361805 	 243.5221838047 	 300.1562300442 
2457854.6242205990 	 1.1030000000 	 -1.2378252822 	 2.3976724085 	 245.8516752950 	 300.1248303010 
2457854.6248108414 	 1.1040000000 	 -1.2461210753 	 2.3925446176 	 246.0843272401 	 300.2000566449 
2457854.6254010834 	 1.1050000000 	 -1.2534063602 	 2.4067414266 	 245.4498539753 	 300.2087098270 
2457854.6259913258 	 1.1060000000 	 -1.2601104785 	 2.3623865093 	 244.4376125503 	 300.2063674158 
2457854.6265815678 	 1.1070000000 	 -1.2665131449 	 2.4419942184 	 243.2617058944 	 300.1965367047 
2457854.6271833833 	 1.1090000000 	 -1.2726077712 	 2.4009794420 	 243.8435429336 	 300.1871595468 
2457854.6277736253 	 1.1100000000 	 -1.2781596099 	 2.5063072071 	 244.1611726399 	 300.1967632563 
2457854.6283638678 	 1.1110000000 	 -1.2828909028 	 2.4033816690 	 244.1433259474 	 300.1362444496 
2457854.6289541097 	 1.1120000000 	 -1.2866643871 	 2.3168810030 	 243.6514138630 	 300.0999404860 
2457854.6295443522 	 1.1140000000 	 -1.2895897235 	 2.4963055783 	 243.8528528728 	 300.3064057199 
2457854.6301345942 	 1.1150000000 	 -1.2920338656 	 2.4702366212 	 244.1294970309 	 300.1435816890 
2457854.6307248361 	 1.1160000000 	 -1.2945803163 	 2.3807507385 	 245.9241823433 	 300.1599476917 
2457854.6313150786 	 1.1170000000 	 -1.2979617884 	 2.3539821360 	 246.5315421300 	 300.2067464161 
2457854.6319053206 	 1.1190000000 	 -1.3029609158 	 2.4121725372 	 245.2150185065 	 300.1625793808 
2457854.6324955630 	 1.1200000000 	 -1.3102644771 	 2.4078285199 	 242.7824877104 	 300.1886524606 
2457854.6330973785 	 1.1220000000 	 -1.3202612767 	 2.4793386396 	 243.5680779322 	 300.2913423697 
2457854.6336876205 	 1.1230000000 	 -1.3328437377 	 2.3922383966 	 243.5248289082 	 300.2595872337 
2457854.6342778625 	 1.1240000000 	 -1.3473159278 	 2.3952053228 	 244.0765624536 	 300.2322515720 
2457854.6348681049 	 1.1260000000 	 -1.3624926773 	 2.3844335346 	 244.7360526530 	 300.2780712583 
2457854.6354583469 	 1.1270000000 	 -1.3769914676 	 2.3966926480 	 242.6309821506 	 300.1913581866 
2457854.6360485889 	 1.1290000000 	 -1.3895838346 	 2.4106445002 	 244.0464017661 	 300.1501826136 
2457854.6366388313 	 1.1300000000 	 -1.3994617887 	 2.4551207063 	 243.8036285399 	 300.1441237989 
2457854.6372290733 	 1.1320000000 	 -1.4063124197 	 2.4157054933 	 243.3571508140 	 300.0844049057 
2457854.6378193153 	 1.1330000000 	 -1.4102327599 	 2.4359399992 	 243.7410231791 	 300.2425648770 
2457854.6384095573 	 1.1350000000 	 -1.4115797902 	 2.4359721598 	 242.0031680599 	 300.1670025352 
2457854.6389997997 	 1.1360000000 	 -1.4108366178 	 2.4582027118 	 244.5718415598 	 300.1049159910 
2457854.6395900417 	 1.1380000000 	 -1.4085194330 	 2.4434816921 	 243.7813925241 	 300.1673264581 
2457854.6401802837 	 1.1390000000 	 -1.4051104425 	 2.5086421513 	 241.4554073970 	 300.1936476883 
2457854.6407705261 	 1.1410000000 	 -1.4010053273 	 2.4804668176 	 244.6188663863 	 300.1886064093 
2457854.6413607681 	 1.1430000000 	 -1.3964798074 	 2.3824995885 	 241.0347357935 	 300.2597554511 
2457854.6419510101 	 1.1440000000 	 -1.3916948620 	 2.3258771189 	 241.2829909866 	 300.2255527766 
2457854.6425528256 	 1.1460000000 	 -1.3867444006 	 2.3626084936 	 242.6520053883 	 300.2384426799 
2457854.6431430676 	 1.1480000000 	 -1.3817339318 	 2.4217541542 	 240.4945058943 	 300.1714085431 
2457854.6437333096 	 1.1490000000 	 -1.3768515368 	 2.3388630368 	 243.6165777124 	 300.1246589634 
2457854.6443235520 	 1.1510000000 	 -1.3723923550 	 2.4137047095 	 242.2214694077 	 300.1804616713 
2457854.6449137940 	 1.1530000000 	 -1.3687126770 	 2.3486273863 	 242.0106035099 	 300.1822672958 
2457854.6455040360 	 1.1550000000 	 -1.3661258853 	 2.3604603587 	 242.8693830378 	 300.1251043499 
2457854.6460942780 	 1.1560000000 	 -1.3647894476 	 2.3751171826 	 239.0711444204 	 300.2447881745 
2457854.6466960935 	 1.1580000000 	 -1.3646381838 	 2.3298464675 	 240.9756855698 	 300.2107521219 
2457854.6472863355 	 1.1600000000 	 -1.3653905763 	 2.3837466814 	 239.5261471179 	 300.2883116992 
2457854.6478765779 	 1.1620000000 	 -1.3666255110 	 2.4109491681 	 240.5485800362 	 300.3003397334 
2457854.6484668199 	 1.1640000000 	 -1.3678879166 	 2.3788947924 	 238.1638957038 	 300.2107655014 
2457854.6490570619 	 1.1660000000 	 -1.3687806686 	 2.4046738695 	 239.5730533532 	 300.2697274582 
2457854.6496473039 	 1.1680000000 	 -1.3690143040 	 2.3871832079 	 240.1411042887 	 300.2935299702 
2457854.6502491194 	 1.1700000000 	 -1.3684065146 	 2.4604557958 	 237.5576314686 	 300.1334024591 
2457854.6508393614 	 1.1710000000 	 -1.3668715979 	 2.4151792418 	 238.5544684143 	 300.3673443252 
2457854.6514296033 	 1.1730000000 	 -1.3644238255 	 2.4384750646 	 237.6819170206 	 300.3344951106 
2457854.6520198453 	 1.1750000000 	 -1.3612186047 	 2.3632743884 	 237.7866098392 	 300.3762425820 
2457854.6526100873 	 1.1770000000 	 -1.3575944092 	 2.3650199563 	 239.3139854831 	 300.2888396715 
2457854.6532003297 	 1.1790000000 	 -1.3540678973 	 2.3596603225 	 241.6886328609 	 300.2834680789 
2457854.6537905717 	 1.1820000000 	 -1.3512456323 	 2.4182922589 	 240.8139319684 	 300.4489502344 
