0.2614588600 	0.2585841390 	0.2539107369 	0.2619499468
0.2616342541 	0.2589593603 	0.2535827397 	0.2620613707
0.2606695335 	0.2590019797 	0.2540356135 	0.2624720610
0.2609020186 	0.2594168513 	0.2540622956 	0.2626557534
0.2615521340 	0.2599354434 	0.2546752251 	0.2626500549
0.2616392600 	0.2599538100 	0.2561511418 	0.2633386492
0.2625290098 	0.2604160072 	0.2562726627 	0.2638302118
0.2628005715 	0.2614141825 	0.2565458593 	0.2638331071
0.2626974613 	0.2604508433 	0.2564311111 	0.2633815483
0.2628352464 	0.2605990832 	0.2556442300 	0.2632642726
0.2626396975 	0.2603704370 	0.2565557821 	0.2637209058
0.2630680363 	0.2605257611 	0.2555988812 	0.2631329001
0.2623323525 	0.2603311018 	0.2558311591 	0.2630062969
0.2628512893 	0.2607434938 	0.2561902134 	0.2636669839
0.4310141195 	0.4292982488 	0.4253664794 	0.4319751437
0.4312256620 	0.4290286984 	0.4249794236 	0.4317722954
0.4319331203 	0.4291959416 	0.4259591130 	0.4324947376
0.4321826834 	0.4292151040 	0.4244147575 	0.4321735228
0.4311246615 	0.4293348414 	0.4253649004 	0.4325401710
0.4321659761 	0.4292473014 	0.4258975292 	0.4324352383
0.4307968733 	0.4297358660 	0.4246974365 	0.4323653249
0.2629204940 	0.2614013775 	0.2566389831 	0.2649746861
0.2625672411 	0.2612108135 	0.2571048590 	0.2640540015
0.1169535665 	0.1163334697 	0.1120969197 	0.1189075206
0.1172704319 	0.1158436996 	0.1125103210 	0.1187572867
0.1177804436 	0.1167743859 	0.1130465646 	0.1199056091
0.1189674058 	0.1173340349 	0.1140687324 	0.1203759041
0.1189277592 	0.1173766545 	0.1134371494 	0.1196827291
0.1184340179 	0.1180909163 	0.1142824993 	0.1204132191
0.1192187626 	0.1183592741 	0.1138414329 	0.1197939833
0.1193572609 	0.1174856721 	0.1140433506 	0.1199120272
0.1195654687 	0.1194811338 	0.1161489419 	0.1218549171
0.1206456830 	0.1192670434 	0.1156969462 	0.1213748351
0.1198115674 	0.1194498917 	0.1152406575 	0.1210663770
0.1203827689 	0.1193042963 	0.1151654289 	0.1211369955
0.1197584431 	0.1196048400 	0.1154527491 	0.1226120416
0.1195141267 	0.1191822056 	0.1154532663 	0.1214980074
0.1201598749 	0.1195756269 	0.1162781826 	0.1222292577
0.1210868105 	0.1202366805 	0.1162263355 	0.1230037482
0.1213520637 	0.1207513324 	0.1174697992 	0.1233559606
0.1219660737 	0.1208530507 	0.1180964296 	0.1233435101
0.1218315576 	0.1211902587 	0.1182674667 	0.1239670703
0.1219857829 	0.1218804255 	0.1190080762 	0.1242698252
0.1227147440 	0.1220027119 	0.1185712944 	0.1239748017
0.1231504989 	0.1220919146 	0.1195370588 	0.1243687525
0.1238751875 	0.1231700701 	0.1203442842 	0.1245308718
0.1249781796 	0.1229960127 	0.1222324320 	0.1247277145
0.1240856893 	0.1228349735 	0.1221224840 	0.1247833247
0.1241766673 	0.1238197936 	0.1207060276 	0.1248139890
0.1241201446 	0.1238331064 	0.1197939404 	0.1260086320
-0.0042840651 	-0.0050874776 	-0.0074289671 	-0.0034220471
-0.0010071921 	-0.0042310276 	-0.0069235993 	-0.0030586765
-0.0029026499 	-0.0038020360 	-0.0048805329 	-0.0022885734
-0.0028036045 	-0.0042585523 	-0.0045981396 	-0.0026717541
-0.0026730048 	-0.0039767942 	-0.0055161243 	-0.0023713196
-0.0033110091 	-0.0044843566 	-0.0058488310 	-0.0023960574
-0.0033859685 	-0.0030842315 	-0.0056732526 	-0.0016232358
-0.0021081974 	-0.0023436746 	-0.0032026659 	-0.0014813093
-0.0016526318 	-0.0017872831 	-0.0016139186 	-0.0007890676
-0.0014587701 	-0.0021498580 	-0.0000884902 	-0.0008541786
-0.0015979917 	-0.0015417795 	-0.0002131510 	-0.0001450996
0.0044659215 	-0.0009627501 	0.0002783861 	-0.0010133815
0.0001041735 	-0.0003213752 	0.0000884902 	-0.0004408892
-0.0006844954 	0.0003213752 	-0.0027838091 	0.0001450996
-0.0001041735 	0.0011101954 	-0.0011307415 	0.0012051073
0.0008265243 	0.0008146509 	0.0002765599 	0.0012520633
0.0001776641 	0.0010517245 	0.0016352953 	0.0007965221
0.0007462153 	0.0017057933 	0.0026487739 	0.0013817996
-0.1132853584 	-0.1123734877 	-0.1135402299 	-0.1129471167
-0.1140739899 	-0.1121329763 	-0.1143807461 	-0.1128262986
-0.1144417558 	-0.1125664711 	-0.1118366885 	-0.1124369791
-0.1141507042 	-0.1114317964 	-0.1150836747 	-0.1123272833
-0.2175676818 	-0.2149654276 	-0.2137559546 	-0.2155410819
-0.2166362975 	-0.2137714860 	-0.2163079296 	-0.2153645530
-0.2168830883 	-0.2137742194 	-0.2167568121 	-0.2149868187
-0.2164220319 	-0.2129310362 	-0.2152890511 	-0.2137509906
-0.2161763438 	-0.2119822427 	-0.2153947754 	-0.2132039890
-0.2137352482 	-0.2113577831 	-0.2132571421 	-0.2122661432
-0.2148261689 	-0.2098750946 	-0.2126376433 	-0.2119795617
-0.2152349431 	-0.2095092402 	-0.2140881716 	-0.2113899477
-0.3076018045 	-0.3027561704 	-0.3063484567 	-0.3053418069
-0.3072408289 	-0.3017290372 	-0.3067059161 	-0.3041988755
-0.3066357393 	-0.3020818737 	-0.3065896778 	-0.3045158677
-0.3071150861 	-0.3022742413 	-0.3066065664 	-0.3042631474
-0.3059452453 	-0.3008670728 	-0.3041882337 	-0.3035460400
-0.3054588279 	-0.2999327051 	-0.3038747056 	-0.3026447320
-0.3050112444 	-0.2989664343 	-0.3030003600 	-0.3015865304
-0.2997767055 	-0.2981712824 	-0.3014168616 	-0.3002539831
-0.3040492026 	-0.2970757103 	-0.2998227666 	-0.3002486689
-0.3041143969 	-0.2966659360 	-0.3000825721 	-0.2998096545
-0.3040277924 	-0.2972713937 	-0.3014206321 	-0.2999229378
-0.3041519157 	-0.2964517748 	-0.3006581336 	-0.2994390219
-0.3040685368 	-0.2958976830 	-0.2990655993 	-0.2990196278
-0.3018714398 	-0.2943661448 	-0.2974092062 	-0.2984110275
-0.3028869131 	-0.2940912358 	-0.2986846998 	-0.2979887379
-0.3014717208 	-0.2933830723 	-0.2975337855 	-0.2974104505
-0.3000197066 	-0.2918643043 	-0.2968716725 	-0.2957751127
-0.3012622689 	-0.2914682637 	-0.2950095189 	-0.2953838008
-0.2994273415 	-0.2909494712 	-0.2941789616 	-0.2959234381
-0.2987129518 	-0.2900043399 	-0.2940661191 	-0.2945681905
-0.2953461187 	-0.2887261061 	-0.2928153861 	-0.2936564875
-0.2985442517 	-0.2885460602 	-0.2928354334 	-0.2933753404
-0.2978277652 	-0.2880069900 	-0.2924608566 	-0.2926483818
-0.2970210641 	-0.2867109134 	-0.2908850750 	-0.2919212358
-0.2949745015 	-0.2850413448 	-0.2883385617 	-0.2903310501
-0.2957442524 	-0.2845055588 	-0.2886805768 	-0.2909711235
-0.2946321422 	-0.2832379644 	-0.2884224444 	-0.2900438730
-0.2946429082 	-0.2834736735 	-0.2873155043 	-0.2896317415
-0.2943069877 	-0.2831452676 	-0.2870728552 	-0.2888770082
-0.2935013965 	-0.2821845176 	-0.2849787426 	-0.2878405695
