#Times 	                 Airmass 	 Delta Wav 	 FWHM 	        Sky Flux 	      Trace Center 
2457090.7785940650 	 1.3310000000 	 1.9421169660 	 9.2933908697 	 516.7507390272 	 320.1927100813 
2457090.7796125715 	 1.3370000000 	 1.9352618836 	 8.8811736901 	 516.9068923507 	 320.3411011784 
2457090.7806426515 	 1.3430000000 	 1.9261917409 	 8.8975877784 	 514.6207222931 	 320.5080115154 
2457090.7816727320 	 1.3500000000 	 1.9129011995 	 8.9775620226 	 515.4419642666 	 320.6771921514 
2457090.7826912380 	 1.3560000000 	 1.8927625783 	 8.7759155759 	 518.4535774648 	 320.1907029704 
2457090.7837213185 	 1.3630000000 	 1.8632416596 	 8.8150273362 	 526.4960821248 	 320.7297540457 
2457090.7857699050 	 1.3770000000 	 1.7714768451 	 8.6048475118 	 528.4540337379 	 320.1513879460 
2457090.7867999850 	 1.3840000000 	 1.7110477465 	 8.7356696616 	 532.2429065949 	 320.3777288842 
2457090.7878300650 	 1.3910000000 	 1.6443716099 	 8.6259484787 	 530.2165073867 	 316.3697127328 
2457090.7888601455 	 1.3980000000 	 1.5745618307 	 8.6147164783 	 529.9398418293 	 320.1825457298 
2457090.7898902255 	 1.4060000000 	 1.5041538557 	 8.3625247507 	 531.4493339812 	 320.4278065438 
2457090.7909203055 	 1.4130000000 	 1.4347124533 	 8.3894910521 	 536.2744223245 	 320.3423154421 
2457090.7919503860 	 1.4210000000 	 1.3669534732 	 8.3119571153 	 541.7030446973 	 320.5765242256 
2457090.7929804660 	 1.4290000000 	 1.3011827932 	 8.1656283766 	 545.2934379248 	 320.6501293464 
2457090.7939989720 	 1.4370000000 	 1.2376883307 	 7.9298088450 	 538.7903298650 	 320.3718017744 
2457090.7960475585 	 1.4530000000 	 1.1193527204 	 7.8631247026 	 543.2740643153 	 320.3238759975 
2457090.7970776386 	 1.4620000000 	 1.0658540553 	 8.2744651326 	 545.7930357929 	 320.4825582976 
2457090.7980961446 	 1.4700000000 	 1.0177745772 	 7.9299327198 	 546.0079165011 	 320.3922952278 
2457090.7991262246 	 1.4790000000 	 0.9773966602 	 7.8639276926 	 550.2825146798 	 320.5397923113 
2457090.8001563046 	 1.4880000000 	 0.9477808778 	 8.0454742266 	 553.5187352205 	 320.8622930214 
2457090.8011748111 	 1.4970000000 	 0.9319983735 	 7.9477106511 	 557.4332759783 	 320.1482924655 
