-0.2637694033 	-0.2615312776 	-0.2664461349 	-0.2582261058 	-0.2638309920
-0.2636258612 	-0.2608698570 	-0.2666642201 	-0.2579532291 	-0.2621985034
-0.2628466487 	-0.2622393151 	-0.2665167004 	-0.2590238558 	-0.2634009369
-0.2607385873 	-0.2617895996 	-0.2651660524 	-0.2566745101 	-0.2626745169
-0.2640881553 	-0.2637385517 	-0.2679430894 	-0.2603288426 	-0.2647940125
-0.2653123875 	-0.2633863056 	-0.2685117736 	-0.2609737556 	-0.2664207166
-0.2654376978 	-0.2648476090 	-0.2676085653 	-0.2612285625 	-0.2651463384
-0.2658998028 	-0.2655777420 	-0.2696033022 	-0.2623552412 	-0.2668566435
-0.2664148907 	-0.2663078773 	-0.2699466795 	-0.2628097105 	-0.2673229157
-0.2657955433 	-0.2670132605 	-0.2704626104 	-0.2632909184 	-0.2689525960
-0.2667998399 	-0.2664337696 	-0.2700375025 	-0.2629486983 	-0.2676870593
-0.2664569276 	-0.2664575047 	-0.2699223788 	-0.2630236198 	-0.2679141816
-0.2668263356 	-0.2673879139 	-0.2706032290 	-0.2630319772 	-0.2677848868
-0.2683558758 	-0.2686172705 	-0.2718846020 	-0.2652956729 	-0.2692381593
-0.2698317752 	-0.2702122302 	-0.2736669779 	-0.2668576177 	-0.2710737697
-0.2699742252 	-0.2698110593 	-0.2727805534 	-0.2675414725 	-0.2718248177
-0.2714376686 	-0.2708795374 	-0.2744142482 	-0.2683331550 	-0.2730265272
-0.2723409765 	-0.2719104553 	-0.2741996588 	-0.2693045091 	-0.2732032065
-0.2719951917 	-0.2723687733 	-0.2757247398 	-0.2698156203 	-0.2747527637
-0.2715082787 	-0.2726044712 	-0.2756602169 	-0.2701273423 	-0.2747120946
-0.2724255220 	-0.2728342463 	-0.2771421923 	-0.2704690219 	-0.2749034889
-0.2750814217 	-0.2743851567 	-0.2775837013 	-0.2719430095 	-0.2762267696
-0.1975569164 	-0.1978940513 	-0.2018118453 	-0.1964155185 	-0.2005275165
-0.1979232973 	-0.1986294941 	-0.2013741015 	-0.1965467942 	-0.2003076859
-0.1979338365 	-0.1987008523 	-0.2024848888 	-0.1961276312 	-0.1998368371
-0.1987961257 	-0.1994246928 	-0.2019188893 	-0.1979019616 	-0.2002566135
-0.1976780534 	-0.1975216274 	-0.2008371370 	-0.1960112291 	-0.2002630283
-0.1982148125 	-0.1994081397 	-0.2020170445 	-0.1967248209 	-0.2005469393
-0.1989686087 	-0.1988279048 	-0.2025349968 	-0.1961064405 	-0.1996174000
-0.1981700841 	-0.1984625863 	-0.2014740579 	-0.1956122888 	-0.2004782370
-0.1978096331 	-0.1984940691 	-0.2016911224 	-0.1966368682 	-0.2002100025
-0.1985822973 	-0.1993953386 	-0.2023645334 	-0.1973459787 	-0.2013894950
-0.1994316902 	-0.1991412738 	-0.2024264854 	-0.1985020309 	-0.2014948056
-0.2009264632 	-0.2014287461 	-0.2042208464 	-0.2000061412 	-0.2034424826
-0.2008351033 	-0.2022985235 	-0.2048044398 	-0.2004303313 	-0.2033475951
-0.2016586884 	-0.2016757377 	-0.2041510837 	-0.2005516320 	-0.2032947653
-0.2019212641 	-0.2023354313 	-0.2056823439 	-0.2008514774 	-0.2039250591
-0.2010774120 	-0.2019636446 	-0.2043189225 	-0.2007519757 	-0.2037194683
-0.2013218307 	-0.2026754692 	-0.2042474942 	-0.2013922824 	-0.2031035839
-0.2020183996 	-0.2034875718 	-0.2052818350 	-0.2013023113 	-0.2046333423
-0.2042880570 	-0.2044743112 	-0.2067398710 	-0.2043145822 	-0.2065886129
-0.2046771421 	-0.2055327536 	-0.2067175846 	-0.2034857892 	-0.2063605951
-0.2052402780 	-0.2058304260 	-0.2076931029 	-0.2047665793 	-0.2072921609
-0.0809354426 	-0.0815895664 	-0.0838873464 	-0.0808206244 	-0.0834008781
-0.0813891416 	-0.0826273331 	-0.0836433209 	-0.0811234575 	-0.0839938637
-0.0808882362 	-0.0808854819 	-0.0832202410 	-0.0804648925 	-0.0824747427
-0.0807357933 	-0.0815032085 	-0.0833647576 	-0.0804043534 	-0.0823340466
-0.0815749131 	-0.0820271626 	-0.0834567839 	-0.0813850240 	-0.0831393472
-0.0819381671 	-0.0823630701 	-0.0842164397 	-0.0810168124 	-0.0835489918
-0.0827578043 	-0.0834068393 	-0.0846582082 	-0.0819437251 	-0.0842099146
-0.0827824188 	-0.0842699315 	-0.0860091793 	-0.0827658854 	-0.0851111797
-0.0840032711 	-0.0848382399 	-0.0852948697 	-0.0834420095 	-0.0852103788
-0.0833608417 	-0.0836068066 	-0.0849769027 	-0.0826580785 	-0.0849501837
-0.0842456948 	-0.0835421691 	-0.0850647163 	-0.0839016629 	-0.0854343856
-0.0839397214 	-0.0845579793 	-0.0853778698 	-0.0837772251 	-0.0851719561
-0.0832170437 	-0.0838958421 	-0.0858937268 	-0.0835319630 	-0.0847178300
-0.0835846848 	-0.0843897851 	-0.0855599900 	-0.0830304867 	-0.0852034213
