0.1954398262 	0.1940579205 	0.1938689591 	0.1962502878 	0.1941321370 	0.1944481605
0.1948765562 	0.1948542973 	0.1930385099 	0.1957473291 	0.1943643279 	0.1954400411
0.1954706970 	0.1946174682 	0.1934360022 	0.1963314607 	0.1948358306 	0.1951925059
0.1973521943 	0.1950121970 	0.1945384665 	0.1970837175 	0.1964400171 	0.1956665166
0.1973284947 	0.1962971156 	0.1961671329 	0.1980154152 	0.1967805191 	0.1970216478
0.1964020337 	0.1956692266 	0.1962722037 	0.1974013542 	0.1958430212 	0.1958666767
0.1963557985 	0.1951349885 	0.1944579767 	0.1976032013 	0.1949102251 	0.1950666324
-0.0024585729 	-0.0036709710 	-0.0037961641 	-0.0019723962 	-0.0031263285 	-0.0030017564
-0.0010799185 	-0.0038013795 	-0.0033607671 	-0.0010382945 	-0.0023624117 	-0.0022713179
-0.0000961771 	-0.0018071644 	-0.0019933055 	-0.0002375130 	-0.0022099284 	-0.0017096680
-0.0007952349 	-0.0028647687 	-0.0024176391 	-0.0003846962 	-0.0021751213 	-0.0019986057
-0.0017057614 	-0.0034819151 	-0.0032111918 	-0.0017590643 	-0.0024391529 	-0.0020890812
-0.0011135948 	-0.0032866235 	-0.0027373886 	-0.0011813048 	-0.0024339550 	-0.0021958459
-0.0022848725 	-0.0036518869 	-0.0032957569 	-0.0017372797 	-0.0030362226 	-0.0022740494
-0.0017585349 	-0.0033659656 	-0.0035000691 	-0.0023631799 	-0.0031702492 	-0.0028331392
-0.0021807856 	-0.0032277840 	-0.0033223788 	-0.0018958109 	-0.0028629244 	-0.0027796939
-0.0019556990 	-0.0036941086 	-0.0034520643 	-0.0025270801 	-0.0034431135 	-0.0022483305
-0.0024954942 	-0.0032606249 	-0.0031528634 	-0.0024030177 	-0.0027485844 	-0.0025139440
-0.0025477141 	-0.0036255785 	-0.0028225503 	-0.0029023764 	-0.0032781823 	-0.0028440890
-0.0032315741 	-0.0044526859 	-0.0037569304 	-0.0038163926 	-0.0037211416 	-0.0038128267
-0.0024406437 	-0.0032370860 	-0.0030810997 	-0.0028929580 	-0.0031952352 	-0.0032104282
-0.0031420310 	-0.0043025360 	-0.0037865219 	-0.0034124403 	-0.0031681767 	-0.0028130851
-0.0023566590 	-0.0033772554 	-0.0028509932 	-0.0030593464 	-0.0024633768 	-0.0028618329
-0.0032931393 	-0.0030580080 	-0.0029474718 	-0.0027744125 	-0.0019796319 	-0.0026511544
-0.0016804190 	-0.0030333730 	-0.0022855814 	-0.0021493304 	-0.0016575479 	-0.0016972190
0.1967573338 	0.1971047946 	0.1977243885 	0.1975083114 	0.1968788692 	0.1966306646
0.1977985696 	0.1968936983 	0.1976991206 	0.1976837838 	0.1977967010 	0.1970034725
0.1970642963 	0.1974526825 	0.1970092228 	0.1980278991 	0.1970850443 	0.1972357884
0.1977499463 	0.1973119365 	0.1979907125 	0.1975273023 	0.1970875236 	0.1970001057
0.1981112817 	0.1972857405 	0.1981843269 	0.1983387761 	0.1973238266 	0.1973688682
0.1983962103 	0.1973617294 	0.1975156983 	0.1977417599 	0.1969126228 	0.1968924480
0.1984805286 	0.1977627212 	0.1984658578 	0.1987221068 	0.1980920806 	0.1978930607
0.1987366447 	0.1984376506 	0.1990339426 	0.1995413266 	0.1990799299 	0.1991029381
0.1988679007 	0.1990375919 	0.1989658326 	0.1995463303 	0.1992638473 	0.1994727223
-0.0001891514 	0.0000008138 	-0.0001867968 	0.0000000000 	-0.0000882903 	0.0000000000
0.0000009550 	-0.0007369546 	-0.0001268172 	-0.0004078479 	-0.0008383456 	-0.0002087273
-0.0004081794 	-0.0002591347 	0.0000000000 	0.0004882081 	0.0000000000 	-0.0000402220
0.0000806715 	0.0001383048 	0.0014800439 	0.0011811416 	0.0012243843 	0.0012157023
0.0002781103 	0.0001670922 	0.0006848830 	0.0004698701 	0.0006214552 	0.0002246630
0.0001041747 	0.0000000000 	0.0007048942 	-0.0000843093 	0.0007125945 	0.0002129004
0.0000000000 	0.0004021982 	0.0004001533 	0.0005848500 	0.0005154167 	0.0002161815
0.0012871844 	0.0006238263 	0.0016579432 	0.0011118092 	0.0012845171 	0.0012088427
0.0006075066 	0.0014223094 	0.0017350352 	0.0008678632 	0.0021288561 	0.0012301970
0.0014295415 	0.0012481689 	0.0024752488 	0.0014684577 	0.0018299880 	0.0018424223
0.0014069255 	0.0021481270 	0.0032604961 	0.0016498069 	0.0020048756 	0.0023491901
0.0033634064 	0.0044774112 	0.0044513263 	0.0033891509 	0.0035134566 	0.0044457053
0.0027651311 	0.0037013655 	0.0041378994 	0.0026578445 	0.0028241859 	0.0028548986
0.0043023844 	0.0046661274 	0.0051162627 	0.0049234472 	0.0045570037 	0.0047145698
0.0027091635 	0.0028651454 	0.0041036262 	0.0027288913 	0.0027589661 	0.0031714278
0.0044376356 	0.0049168317 	0.0054353752 	0.0045510736 	0.0045284818 	0.0038428259
0.0046541751 	0.0050443177 	0.0049660903 	0.0047043878 	0.0041385165 	0.0053629350
0.0034958483 	0.0036698001 	0.0051869868 	0.0037040110 	0.0042267993 	0.0044262144
0.0035513347 	0.0042568406 	0.0053224038 	0.0038035245 	0.0038251508 	0.0044222711
0.0052439696 	0.0062316334 	0.0071450498 	0.0059043462 	0.0054380083 	0.0062393834
0.0055055237 	0.0066006345 	0.0081971860 	0.0058882227 	0.0059782106 	0.0063823775
