0.0061340778 	0.0067544693 	0.0077348616 	0.0066491253 	0.0059614252 	0.0066313177
0.0057096601 	0.0066167858 	0.0079115727 	0.0061400619 	0.0058159814 	0.0065306679
0.0065042968 	0.0072476556 	0.0086306561 	0.0068908001 	0.0075799275 	0.0071952815
0.0072334831 	0.0083354239 	0.0092717845 	0.0082744257 	0.0087240505 	0.0084078743
0.0071600577 	0.0087300724 	0.0095659332 	0.0074072278 	0.0082331675 	0.0085027365
0.0085024210 	0.0100579418 	0.0111939097 	0.0094170631 	0.0097564718 	0.0095804535
0.0082063526 	0.0089289596 	0.0095964281 	0.0080781535 	0.0085618265 	0.0082568726
0.0076153274 	0.0086490462 	0.0096290497 	0.0085893278 	0.0083174078 	0.0080051887
0.0068488926 	0.0093092665 	0.0113411076 	0.0083357965 	0.0094701550 	0.0085229350
0.0076367144 	0.0091765096 	0.0096076646 	0.0083480097 	0.0088490751 	0.0085206412
0.0079043267 	0.0096449309 	0.0103307850 	0.0088433787 	0.0092775071 	0.0093689722
0.0084782032 	0.0101276501 	0.0105402658 	0.0094068608 	0.0097832468 	0.0095989942
0.0098852963 	0.0117393456 	0.0122467742 	0.0110898048 	0.0111685315 	0.0109899198
0.0080312872 	0.0101848916 	0.0115473271 	0.0095687207 	0.0098617890 	0.0099422255
0.0069063589 	0.0090520156 	0.0105353613 	0.0085721875 	0.0087043219 	0.0089550495
0.0095720567 	0.0122983605 	0.0129478354 	0.0110582136 	0.0122559669 	0.0115262083
0.0096220459 	0.0124190424 	0.0127286417 	0.0104499552 	0.0121747260 	0.0109084124
0.0100043653 	0.0121356959 	0.0140383132 	0.0109196760 	0.0120603461 	0.0116306380
0.0142196289 	0.0128528085 	0.0143038846 	0.0123856526 	0.0131333680 	0.0124214399
0.0109346963 	0.0130409296 	0.0146962193 	0.0115991872 	0.0134975050 	0.0125779994
0.0110483109 	0.0133753785 	0.0144857177 	0.0125095596 	0.0142083147 	0.0129401604
0.0118567703 	0.0147747749 	0.0153520983 	0.0135395330 	0.0149951225 	0.0142124831
0.0116476799 	0.0142328550 	0.0155970616 	0.0122853152 	0.0153037235 	0.0144062632
0.0124701584 	0.0149470682 	0.0157106359 	0.0138083478 	0.0149669522 	0.0141751766
0.0103593393 	0.0128274140 	0.0138865406 	0.0115300390 	0.0136029658 	0.0120911578
0.0126246797 	0.0154123838 	0.0159651130 	0.0140557282 	0.0151628933 	0.0140980552
0.0113435595 	0.0155725794 	0.0157331228 	0.0133689824 	0.0155061724 	0.0140919316
0.0125521648 	0.0157103108 	0.0165626854 	0.0141118402 	0.0159125974 	0.0147680350
0.0135965137 	0.0164414714 	0.0165748029 	0.0148236948 	0.0169855777 	0.0154977070
0.0148205728 	0.0173197702 	0.0188795006 	0.0154391247 	0.0176829028 	0.0163871468
-0.4301408725 	-0.4282655768 	-0.4275226204 	-0.4302742333 	-0.4274066816 	-0.4278393655
-0.4288278010 	-0.4265279022 	-0.4255027814 	-0.4285935553 	-0.4255329861 	-0.4262131727
-0.4286037742 	-0.4261683109 	-0.4253088023 	-0.4285163465 	-0.4251949220 	-0.4262969948
-0.4292235783 	-0.4263632703 	-0.4261615556 	-0.4289789913 	-0.4249404026 	-0.4262049096
-0.4277818248 	-0.4248758601 	-0.4245603115 	-0.4272748798 	-0.4235473652 	-0.4250985877
-0.4272601702 	-0.4245397906 	-0.4238916891 	-0.4268142893 	-0.4233897604 	-0.4247760831
-0.4274542002 	-0.4246037974 	-0.4242212207 	-0.4268435615 	-0.4238986653 	-0.4249085932
-0.4258480099 	-0.4233877791 	-0.4230760321 	-0.4259367159 	-0.4221298705 	-0.4239932593
-0.4277461143 	-0.4243946551 	-0.4240485814 	-0.4274299770 	-0.4234049996 	-0.4248100123
-0.4250785791 	-0.4223693297 	-0.4216594746 	-0.4245051153 	-0.4211730215 	-0.4225992684
-0.4246812890 	-0.4211684677 	-0.4211282202 	-0.4244332725 	-0.4205310144 	-0.4220733484
-0.4259084188 	-0.4226853491 	-0.4221267050 	-0.4258390939 	-0.4202475335 	-0.4230367905
-0.4262297524 	-0.4229730221 	-0.4222168726 	-0.4256791156 	-0.4208913668 	-0.4229131312
-0.4251292891 	-0.4213868524 	-0.4204249621 	-0.4242509539 	-0.4195367061 	-0.4219729337
-0.4226264942 	-0.4195889770 	-0.4188728418 	-0.4223816034 	-0.4174227648 	-0.4197912386
-0.4237398445 	-0.4199309928 	-0.4200954441 	-0.4232925237 	-0.4178087145 	-0.4209322342
-0.4229136095 	-0.4198111336 	-0.4187603538 	-0.4225506839 	-0.4173842597 	-0.4202156148
-0.4217487627 	-0.4184527402 	-0.4179193762 	-0.4214205409 	-0.4164345367 	-0.4187723621
-0.4217675589 	-0.4180214767 	-0.4176828165 	-0.4210758417 	-0.4161203850 	-0.4191372787
-0.4197409091 	-0.4162596445 	-0.4154776616 	-0.4200045090 	-0.4138109262 	-0.4168225651
-0.4221930726 	-0.4182198732 	-0.4181603515 	-0.4222802913 	-0.4166161139 	-0.4191895832
-0.4195867267 	-0.4161181490 	-0.4153281187 	-0.4192962290 	-0.4132457856 	-0.4169434981
-0.4201177251 	-0.4172786847 	-0.4168249963 	-0.4202247007 	-0.4138035429 	-0.4178059392
-0.4178604792 	-0.4150137672 	-0.4139550767 	-0.4179960534 	-0.4119553037 	-0.4152594894
-0.4163526762 	-0.4134410163 	-0.4122007857 	-0.4168974063 	-0.4104730918 	-0.4142673071
-0.4176961130 	-0.4136881778 	-0.4132415343 	-0.4172834688 	-0.4116309584 	-0.4148068071
-0.4180905707 	-0.4143672619 	-0.4133952717 	-0.4181824603 	-0.4122815570 	-0.4151338274
-0.4132043925 	-0.4089056280 	-0.4087918050 	-0.4125862146 	-0.4066781094 	-0.4100957003
-0.4150343650 	-0.4112547561 	-0.4111712146 	-0.4152641302 	-0.4090696121 	-0.4127138798
-0.4132125987 	-0.4092982418 	-0.4088317831 	-0.4133348740 	-0.4078408710 	-0.4111868710
-0.4159532723 	-0.4121903689 	-0.4116129599 	-0.4162195271 	-0.4089801753 	-0.4127055965
-0.4142502379 	-0.4096319406 	-0.4097455884 	-0.4146394166 	-0.4074851982 	-0.4111700448
-0.4121729440 	-0.4077676255 	-0.4076413977 	-0.4119072544 	-0.4050867098 	-0.4091206518
-0.4136661565 	-0.4098819960 	-0.4091861736 	-0.4150514317 	-0.4071106074 	-0.4109401383
-0.4112571216 	-0.4072717212 	-0.4071200494 	-0.4114842743 	-0.4054214909 	-0.4087132913
-0.4091715499 	-0.4047631091 	-0.4045659630 	-0.4096702070 	-0.4032031947 	-0.4066699333
-0.4094358740 	-0.4055826146 	-0.4043927012 	-0.4099030916 	-0.4024577681 	-0.4066917047
-0.4095817167 	-0.4061154280 	-0.4055435811 	-0.4104200404 	-0.4037488303 	-0.4067602170
-0.4090264096 	-0.4045943725 	-0.4047638489 	-0.4104740361 	-0.4019750160 	-0.4061210297
-0.4082650582 	-0.4034806631 	-0.4039306635 	-0.4096050953 	-0.4017271132 	-0.4054096364
-0.4089078626 	-0.4033337679 	-0.4034807802 	-0.4086102298 	-0.4016254842 	-0.4050748626
-0.4068848886 	-0.4022021443 	-0.4024242577 	-0.4080453077 	-0.4002047332 	-0.4044434084
-0.4060007154 	-0.4018031052 	-0.4013610964 	-0.4071991560 	-0.3990958754 	-0.4032691676
-0.4051749499 	-0.4010419236 	-0.4006134863 	-0.4065274559 	-0.3982144201 	-0.4018345162
