-0.2432350633 	-0.2428737406 	-0.2433837006 	-0.2419562516 	-0.2422042944
-0.1285612868 	-0.1284192321 	-0.1287124595 	-0.1277222868 	-0.1283239318
-0.0005222179 	0.0001165967 	-0.0013220285 	-0.0011288455 	-0.0003260354
-0.0000955996 	-0.0002586144 	-0.0005132887 	0.0006913556 	-0.0000124950
-0.0004300542 	-0.0002772964 	-0.0005535168 	0.0000560706 	0.0003955204
-0.0010497716 	-0.0003158865 	0.0000924247 	-0.0008994795 	-0.0002324878
0.0000833693 	-0.0009969874 	0.0001148834 	-0.0003434162 	-0.0004065445
-0.0003234100 	-0.0004381501 	-0.0003084948 	-0.0006430088 	0.0000124950
-0.0007864574 	0.0002871876 	0.0001055379 	-0.0005751446 	0.0000560631
-0.0006323936 	-0.0012277448 	-0.0000924247 	-0.0011344194 	-0.0007133128
-0.0020954009 	-0.0005555451 	-0.0008144036 	-0.0003612101 	-0.0005034788
-0.0003287875 	-0.0010369230 	-0.0003418703 	-0.0005519772 	-0.0007095738
-0.0005279480 	-0.0009524736 	-0.0009801284 	-0.0005450667 	-0.0007726699
-0.0007073968 	-0.0009410634 	-0.0008446557 	-0.0009189160 	-0.0001736482
-0.0008193217 	0.0000344155 	-0.0007478789 	-0.0004238898 	-0.0006442245
-0.0003853834 	-0.0010649448 	-0.0012574983 	-0.0011128275 	-0.0010974054
-0.0005086564 	-0.0011400564 	-0.0008591414 	-0.0002627012 	-0.0005744551
-0.0007544420 	-0.0006495972 	-0.0017074507 	-0.0009720092 	-0.0013238567
-0.0003580504 	-0.0002674719 	-0.0022075598 	-0.0000560706 	-0.0017562376
-0.0009168978 	-0.0012585623 	-0.0014497505 	-0.0008986711 	-0.0005685408
0.0000866120 	-0.0009353624 	-0.0009336006 	-0.0013422988 	-0.0009473703
-0.0002343094 	-0.0029131281 	-0.0024730202 	0.0002295283 	-0.0021827132
-0.0000833693 	-0.0016243297 	-0.0020027948 	-0.0015304285 	-0.0007259012
-0.0003472200 	-0.0013370494 	-0.0015910511 	-0.0009027431 	-0.0018166185
-0.0003137393 	-0.0000344155 	-0.0016585430 	-0.0006141203 	-0.0017998834
-0.0016459877 	-0.0023006340 	-0.0009620631 	-0.0008614235 	-0.0013350575
-0.0000868940 	-0.0010953314 	-0.0009667400 	-0.0007816781 	-0.0021959066
-0.0875723288 	-0.0890628945 	-0.0892733233 	-0.0881070012 	-0.0890237175
-0.0878280242 	-0.0886468148 	-0.0889661301 	-0.0865028960 	-0.0890735758
-0.0888940071 	-0.0903833997 	-0.0892317944 	-0.0886015583 	-0.0905635133
-0.0889061222 	-0.0892716356 	-0.0891289316 	-0.0892118525 	-0.0903470887
-0.0882278413 	-0.0899617817 	-0.0893326103 	-0.0892815120 	-0.0899385180
-0.0893884900 	-0.0903981027 	-0.0883432408 	-0.0882907102 	-0.0900522369
-0.1690064429 	-0.1711646039 	-0.1707220994 	-0.1693849682 	-0.1707644241
-0.1689750287 	-0.1698987148 	-0.1697606185 	-0.1701700547 	-0.1711226784
-0.1688789360 	-0.1714268049 	-0.1714211837 	-0.1697528911 	-0.1718220966
-0.1683766247 	-0.1708028236 	-0.1704848327 	-0.1701911780 	-0.1709853364
-0.1690613195 	-0.1707917848 	-0.1701158282 	-0.1688099929 	-0.1717865559
-0.1700271662 	-0.1715502426 	-0.1704493540 	-0.1690035854 	-0.1715455666
-0.1701143161 	-0.1705237163 	-0.1707853501 	-0.1695423080 	-0.1727547623
-0.1694412006 	-0.1709854631 	-0.1708642317 	-0.1702317905 	-0.1715809502
-0.1706867798 	-0.1714189087 	-0.1713850250 	-0.1715992807 	-0.1729052286
-0.1704643259 	-0.1716108733 	-0.1716461147 	-0.1705373367 	-0.1732750678
-0.1706491854 	-0.1713464108 	-0.1721027307 	-0.1704416767 	-0.1731420626
-0.1704411435 	-0.1708168629 	-0.1710441644 	-0.1704781081 	-0.1726583625
-0.1696187765 	-0.1718825492 	-0.1726746802 	-0.1698077415 	-0.1737225035
-0.1702500547 	-0.1718431623 	-0.1714898691 	-0.1709332012 	-0.1725392698
-0.1701164101 	-0.1716342807 	-0.1715984528 	-0.1703232245 	-0.1730363590
-0.1706752176 	-0.1719224560 	-0.1712328264 	-0.1704233925 	-0.1729390727
-0.2453809012 	-0.2471129512 	-0.2475012892 	-0.2458056697 	-0.2482554737
-0.2448405106 	-0.2463567273 	-0.2474125256 	-0.2458116830 	-0.2483019002
-0.2460289271 	-0.2469391192 	-0.2467496903 	-0.2448446146 	-0.2485309506
-0.3155012135 	-0.3166291471 	-0.3168769549 	-0.3158729082 	-0.3180720608
-0.3143443917 	-0.3173925209 	-0.3164700005 	-0.3161825157 	-0.3182842755
-0.3145807405 	-0.3167905474 	-0.3165754640 	-0.3152433540 	-0.3176270701
-0.3143308497 	-0.3171980485 	-0.3164722692 	-0.3154193499 	-0.3186441080
-0.3151585814 	-0.3165401588 	-0.3169357118 	-0.3157359186 	-0.3187396290
-0.3149130994 	-0.3165309403 	-0.3177343425 	-0.3153552878 	-0.3185097064
-0.3149243120 	-0.3172623383 	-0.3177655478 	-0.3164019459 	-0.3195349415
-0.3157311003 	-0.3186785140 	-0.3178412756 	-0.3167153731 	-0.3202890190
-0.3155102819 	-0.3180706734 	-0.3188892989 	-0.3171315482 	-0.3199525461
-0.3160783227 	-0.3179162333 	-0.3186104614 	-0.3177722233 	-0.3203102932
-0.3153273742 	-0.3190360242 	-0.3189764142 	-0.3158786169 	-0.3198676171
-0.2452024748 	-0.2478282887 	-0.2484245128 	-0.2469573028 	-0.2493508729
-0.2447466511 	-0.2476994170 	-0.2483184140 	-0.2465062643 	-0.2493446552
-0.2440160111 	-0.2472728280 	-0.2479118746 	-0.2463966263 	-0.2490382204
-0.2430668272 	-0.2472088548 	-0.2469878985 	-0.2453906272 	-0.2482752981
-0.2431486113 	-0.2468371981 	-0.2473573581 	-0.2453935937 	-0.2484416556
-0.2433684960 	-0.2466842262 	-0.2464927551 	-0.2454512101 	-0.2482615731
-0.1676871998 	-0.1706845937 	-0.1717310176 	-0.1694865785 	-0.1724628516
-0.1677032230 	-0.1717933140 	-0.1722702965 	-0.1692076598 	-0.1720989185
-0.1671528315 	-0.1721355818 	-0.1722835038 	-0.1697948872 	-0.1725525596
-0.1675854341 	-0.1708572275 	-0.1723876208 	-0.1701099619 	-0.1731099279
-0.1671372414 	-0.1719788632 	-0.1724883579 	-0.1695984866 	-0.1729442316
-0.1672023527 	-0.1713764964 	-0.1714849610 	-0.1697413073 	-0.1724188059
-0.1660115641 	-0.1716814274 	-0.1715912797 	-0.1692292308 	-0.1731005169
-0.1664870982 	-0.1716852166 	-0.1723439431 	-0.1696179011 	-0.1738400473
-0.1662235313 	-0.1701492384 	-0.1722194898 	-0.1698607533 	-0.1727467604
-0.1664162975 	-0.1711834113 	-0.1720880758 	-0.1696281937 	-0.1732938030
-0.0849275379 	-0.0911232456 	-0.0912866902 	-0.0897183614 	-0.0921976334
-0.0849643174 	-0.0910591124 	-0.0904784045 	-0.0877387827 	-0.0912653856
-0.0845585199 	-0.0911329464 	-0.0909549595 	-0.0874146382 	-0.0921273221
-0.0842395030 	-0.0910652461 	-0.0911331646 	-0.0872701116 	-0.0922306490
-0.0846418920 	-0.0908688807 	-0.0911271716 	-0.0875219637 	-0.0926267613
-0.0836767591 	-0.0899550626 	-0.0908435528 	-0.0872389381 	-0.0918183041
-0.0830596176 	-0.0893248425 	-0.0899717543 	-0.0863912764 	-0.0909434370
-0.0837982506 	-0.0892047778 	-0.0901227006 	-0.0867311941 	-0.0908716436
-0.0835172397 	-0.0889676374 	-0.0906329920 	-0.0876862730 	-0.0918336778
0.0042387748 	-0.0023075305 	-0.0034077382 	-0.0006846348 	-0.0044735079
0.1016460106 	0.0934531880 	0.0935656310 	0.0947893851 	0.0919952345
0.1011025066 	0.0938656400 	0.0946781064 	0.0954575857 	0.0928954415
0.1023470856 	0.0941365727 	0.0938652525 	0.0950540779 	0.0927002387
0.1015808133 	0.0938449342 	0.0943109457 	0.0939443937 	0.0924338898
0.1013275409 	0.0944905929 	0.0928461114 	0.0944314483 	0.0914220574
0.2062677620 	0.1982121308 	0.1973762990 	0.1992499361 	0.1957829055
0.2041458456 	0.1984327135 	0.1969778742 	0.1982853513 	0.1958391403
0.2060633403 	0.1991371301 	0.1982812447 	0.1988723924 	0.1966015950
0.2050910260 	0.1985022170 	0.1983402977 	0.1975797472 	0.1963277194
0.2062483521 	0.1981833189 	0.1976786762 	0.1978665853 	0.1969885876
0.2051823634 	0.1973280146 	0.1974216709 	0.1976899447 	0.1963253696
0.2049710643 	0.1987996316 	0.1976901980 	0.1995600221 	0.1974132677
0.2059701559 	0.1984450762 	0.1975182699 	0.1993317780 	0.1965706175
